key,lat,lon
Bouches-du-Rhône;Le Pin de Simon;Gémenos,43.3116,5.67428
Haute-Savoie;Le Planay - Pointe de Banc Plat;Doussard,45.7759,6.22054
Morbihan;Le Pont de Bonhomme;Lanester,47.7653,-3.30318
Ardèche;Le Pont de Fromentières;Mariac,44.8904,4.37522
Ardèche;Le pont de la Vergelet;Serrières,45.3174,4.76389
Indre;Le Pont-des-Piles;Cuzion,46.4795,1.60672
Hautes-Alpes;Le Ponteil;Champcella,44.714,6.5661
Bouches-du-Rhône;Le Portallet;Ensuès-la-Redonne,43.3716,5.20332
Hautes-Alpes;Le Pouit;Champcella,44.7141,6.57516
Haute-Loire;Le Pradel;Saint-Julien-des-Chazes,45.0442,3.59319
Hérault;le prieuré;Soumont,43.7335,3.32457
Ariège;Le Pubis;Sinsat,42.7991,1.66096
Sarthe;Le Puits de la Roche;Louzes,48.428,0.301598
"Ariège;Le Quié d'Urs;Urs, Vèbre",42.7745,1.72142
Isère;Le Rabot;Saint-Martin-le-Vinoux,,
Haute-Savoie;Le Rampon;Annecy-le-Vieux,45.9193,6.15763
Isère;Le Ranc de la Marsare;Saint-Christophe-en-Oisans,,
Bouches-du-Rhône;Le Régadzi;Le Rove,43.3452,5.2513
Bouches-du-Rhône;Le Regadzi - La Boule;Le Rove,43.3519,5.23769
Puy-de-Dôme;LE RIVALET;Verrières,45.5712,3.03505
Ariège;Le rocher d'Appy;Appy,42.7906,1.73324
Isère;Le Rocher de 11 heures;nan,,
Isère;Le Rocher de l'Ane;Saint-Nizier-du-Moucherotte,,
Vendée;le rocher de Pierre-Blanche;Vouvant,46.5293,-0.76767
Drôme;Le Rocher Déboulé;Echevis,45.0187,5.4002
Ariège;Le Rocher du Baou;Bonascre,42.7197,1.83363
Isère;Le Rocher du Bret - Saint-Eynard;Corenc,45.235,5.76151
Hérault;Le Rocher du Fesquet;nan,,
Isère;Le Rocher du Mollard;Saint-Pierre-de-Chartreuse,,
Ariège;Le Rocher du Rhule;Aston,42.7756,1.67417
Alpes-Maritimes;Le Rocher Junic;Saint Dalmas le Selvage,44.2872,6.86599
Hautes-Alpes;Le Rocher Maubert-Vallée de la Guisane;le Monêtier-les-Bains,44.9919,6.48374
Hautes-Alpes;Le Rocher qui Répond-Plampinet;Névache,44.9937,6.66575
Vendée;Le Rocher Saint Père;Apremont,46.7496,-1.74376
Bouches-du-Rhône;Le Royaume des Aveugles;Gémenos,43.3128,5.68198
Haut-Rhin;Le Rämel;Wolschwiller,47.4619,7.40809
Haute-Savoie;Le Sagy sud;La Forclaz,46.3213,6.61471
"Corrèze;Le Saillant, Gorges de la Vézère;Voutezac",45.286,1.46676
Hautes-Alpes;Le Sapet;Névache,44.9829,6.66784
Savoie;LE SAPEY;nan,45.6461,5.99446
Haute-Savoie;Le Sapey;La Balme-de-Thuy,45.9007,6.27479
"Yonne;Le Saussois, Roche principale- Rocher du Renard;Merry-sur-Yonne",47.5631,3.64245
Bouches-du-Rhône;Le Sémaphore;La Ciotat,43.1785,5.57108
Savoie;Le Semnoz;Bellecombe en bauges,45.7491,6.10423
"Hérault;Le Somail - Garbieiras, Pierre-Longue;Fraisse-sur-Agout",43.6059,2.79797
"Hérault;Le Somail - Saut-de-Vézolles, Aiguilles du col du Roi;Prémian",43.5236,2.83007
"Hautes-Alpes;Le Soreillon, Chanteloube;Saint-Crépin",44.7066,6.60811
Lozère;Le soulier;Le malzieu,44.8554,3.32989
"Hautes-Pyrénées;Le Soum d'Ech - Le Béout;Omex, Ségus",43.0778,-0.0186555
Haute-Savoie;Le Suet;Mieussy,46.1336,6.52314
Saône-et-Loire;Le Teu;nan,46.8189,4.70413
Hérault;Le Thaurac - Euzière;Agonès,43.9038,3.72745
"Hérault;Le Thaurac - Face ouest;Saint-Beauzille-de-Putois, Laroque",43.8923,3.73209
Hérault;Le Thaurac - Face sud;Saint-Bauzille-de-Putois,43.8924,3.73582
Hérault;Le Thaurac - Mur des Lamentations;Laroque,43.9227,3.72288
"Hérault;Le Thaurac - Rocher de Sion, Connangles, St-Missice;Agonès",43.9038,3.72745
"Hérault;Le Thaurac, le Taurac;Saint-Bauzille-de-Putois",43.8924,3.73582
Eure;Le Thuit;Le Thuit,49.2545,1.36831
Haute-Savoie;Le Tourbillon;Arâches,46.043,6.63224
Lozère;Le Tournel;Saint-Julien-du-Tournel,44.501,3.6844
Jura;Le Trou de la Lune;Poligny,46.837,5.71602
Jura;Le Truffet;Saint Claude,,
Haute-Savoie;Le Tuet;Samoëns,46.0866,6.72501
Haute-Savoie;Le Tuet (moulinettes);Samoëns,46.0825,6.72741
Ardèche;Le Tunnel;Vogüé,44.55,4.40981
Eure;Le Val-Saint-Martin;Les Andelys,49.252,1.38376
Ille-et-Vilaine;Le Verger;Le Verger,48.0697,-1.93227
Creuse;Le Verger;Bourganeuf,,
Isère;Le Vernis;La Garde & le Bourg-d'Oisans,45.0511,6.05185
Isère;Le Vert;Le-Bourg-d'Oisans,45.0435,6.03097
Ardèche;Le viel audon;Balazuc,44.5091,4.3734
Hautes-Alpes;Le Villard;La Roche-de-Rame,44.7505,6.57987
Hautes-Alpes;Le Villard;nan,,
Ain;Leaz;Leaz,46.0984,5.88404
Meuse;Lérouville - Sur le Mont;Lérouville,48.7891,5.5422
Bouches-du-Rhône;Les 3 Cimes de la Galère;Gémenos,43.297,5.63528
Bouches-du-Rhône;Les 3 Palmes (Vallon de l'Amandier);Allauch,43.3463,5.50691
Ardèche;Les Actinidas;Berrias-et-Casteljau,44.3747,4.20128
Haute-Savoie;Les Allamands;Samoëns,46.0851,6.72295
Isère;Les Allières;Lans-en-Vercors,45.1077,5.60655
Sarthe;Les Alpes Mancelles - Gué Plard;Saint-Léonard-des-Bois,48.3524,-0.077083
Sarthe;Les Alpes Mancelles - L'Engouloire;Saint-Léonard-des-Bois,48.3524,-0.077083
Sarthe;Les Alpes Mancelles - Le Gasseau;Saint-Léonard-des-Bois,48.3524,-0.077083
"Orne;Les Alpes Mancelles - Les Toyères, Saint-Pierre-des-Nids;Saint-Pierre-des-Nids",48.3998,-0.0987526
Orne;Les Alpes Mancelles - Pierre Békue;Saint-Céneri-le-Gérei,48.3814,-0.0512727
Haute-Savoie;Les Arcets;Sallanches,45.9354,6.63282
Drôme;Les Auberts;Chastel Arnaud,44.6699,5.19352
Jura;Les Auvernes;LAMOURA,46.4189,6.00965
La Réunion;les avirons;St leu,-21.2477,55.3226
Hautes-Alpes;Les Ayes;Villard-Saint-Pancrace,44.8504,6.65673
Hautes-Alpes;Les Baisses;Montgenèvre,44.931,6.7234
Ardèche;Les Barasses;Balazuc,44.5091,4.3734
Lozère;Les Baumes - Le Grand Toit;La Malène,44.3014,3.32025
Lozère;Les Baumes Basses;La Malène,44.3014,3.32025
Drôme;Les baumes des Eyguiers;Mollans sur Ouvèze,44.2431,5.20379
Alpes-Maritimes;Les Beaussets;Saint Auban,43.8484,6.72588
Bouches-du-Rhône;Les Bellons;Allauch,,
Drôme;Les Bourdons;Nyons,44.3673,5.14337
Isère;Les Brieux;Saint-Egrève,,
Ardèche;Les Cabanes;Saint Maurice en Chalencon,44.8487,4.59057
Bouches-du-Rhône;Les Calanques;Marseille - Cassis,,
"Bouches-du-Rhône;Les Calanques - Calanque de l'Oule, Muraille de Castelvieil;Marseille",,
Bouches-du-Rhône;Les Calanques - Eissadon;Marseille,,
Bouches-du-Rhône;les Calanques - En Vau-Port Pin Ouest;Marseille,,
Bouches-du-Rhône;Les Calanques - En-Vau - Rive Droite;Marseille,43.2018,5.49887
Bouches-du-Rhône;Les Calanques - Fontaine d'Ivoire;Marseille,,
Bouches-du-Rhône;Les Calanques - Ile de Riou;Marseille,,
Bouches-du-Rhône;Les Calanques - Ile Maire;Marseille,,
"Bouches-du-Rhône;Les Calanques - La Bougie, la Melette, Cirque des Walkyries;Marseille",43.2151,5.39695
Bouches-du-Rhône;Les Calanques - La Concave;Marseille,,
"Bouches-du-Rhône;Les Calanques - La Gardiole, Vallon des Rampes;Marseille",,
Bouches-du-Rhône;Les Calanques - La Gineste;Marseille,,
Bouches-du-Rhône;Les Calanques - La Grande Candelle;Marseille,,
Bouches-du-Rhône;Les Calanques - La Melette - Est;Marseille,,
Bouches-du-Rhône;Les Calanques - La Roche Percée - Shangri-La;Marseille,,
Bouches-du-Rhône;Les Calanques - Le Crêt-Saint-Michel;Marseille,,
Bouches-du-Rhône;Les Calanques - Le Devenson;Marseille,,
Bouches-du-Rhône;Les Calanques - Le Massilia;Marseille,,
Bouches-du-Rhône;Les Calanques - Le Roy d'Espagne;Marseille,,
Bouches-du-Rhône;Les Calanques - Les Goudes -Flammes de Pierre;Marseille,43.2195,5.36023
Bouches-du-Rhône;Les Calanques - Les Goudes -Jardin d'enfants;Marseille,,
Bouches-du-Rhône;Les Calanques - Les Goudes -Les Lames;Marseille,,
Bouches-du-Rhône;Les Calanques - Les Goudes -Rocher des Goudes;Marseille,43.213,5.35699
Bouches-du-Rhône;Les Calanques - Les Goudes -Tête du Trou du Chat;Marseille,,
Bouches-du-Rhône;Les Calanques - Les Goudes- Rocher St-Michel-d'Eau-Douce;Marseille,,
Bouches-du-Rhône;Les Calanques - Les Goudes-Lapinodrome-alpinidrome-escalier des géants;Marseille,43.2146,5.35678
Bouches-du-Rhône;Les Calanques - Marseilleveyre Face Est;Marseille,,
Bouches-du-Rhône;Les Calanques - Mont Puget;Marseille,,
Bouches-du-Rhône;Les Calanques - Morgiou - Cap Morgiou;Marseille,,
Bouches-du-Rhône;Les Calanques - Morgiou - Falaise du Renard;Marseille,,
Bouches-du-Rhône;Les Calanques - Morgiou - Le Prado et Royaume de Degun;Marseille,,
Bouches-du-Rhône;Les Calanques - Morgiou - Les Baumettes;Marseille,,
Bouches-du-Rhône;Les Calanques - Morgiou - Les Cabanons;Marseille,,
Bouches-du-Rhône;Les Calanques - Morgiou - Rive Gauche;Marseille,,
Bouches-du-Rhône;Les Calanques - Morgiou- Vallon des Escampons;Marseille,,
Bouches-du-Rhône;Les Calanques - Palais d'été;Marseille,,
Bouches-du-Rhône;Les Calanques - Pastré;Marseille,43.2319,5.37817
Bouches-du-Rhône;Les Calanques - Plan des Cailles (Marseilleveyre);Marseille,,
Bouches-du-Rhône;Les Calanques - Pointe Callot;Marseille,,
Bouches-du-Rhône;Les Calanques - Port - Miou - Le Calendal;Cassis,43.224,5.55123
Bouches-du-Rhône;Les Calanques - Port-Miou - Dalle du Vallon;Cassis,43.2079,5.5172
Bouches-du-Rhône;Les Calanques - Socle de la Candelle;Marseille,,
Bouches-du-Rhône;Les Calanques - Sormiou Calanque;Marseille,,
Bouches-du-Rhône;Les Calanques - Sormiou Calanque - Face Est;Marseille,,
Bouches-du-Rhône;Les Calanques - Sormiou Face à Riou;Marseille,,
Bouches-du-Rhône;Les Calanques - Sugiton - Luminy;Marseille,43.2134,5.45626
Bouches-du-Rhône;Les Calanques - Tête de la Mounine;Marseille,,
Bouches-du-Rhône;Les Calanques - Val Vierge;Marseille,,
Bouches-du-Rhône;Les Calanques - Vallon des Aiguilles (Marseilleveyre);Marseille,,
Bouches-du-Rhône;Les Calanques - Vallon des Aiguilles - Aiguille du Rat;Marseille,,
Bouches-du-Rhône;Les Calanques - Vallon des Aiguilles - Baume du Houx;Marseille,43.2259,5.36274
Bouches-du-Rhône;Les Calanques - Vallon des Aiguilles -Col des Chèvres;Marseille,43.2251,5.36528
Bouches-du-Rhône;Les Calanques - Vallon du Parangon;Marseille,,
Ardèche;Les Carrières;Chomérac,44.708,4.66153
Yvelines;Les Caves du Nord;Maisons-Laffitte,48.947,2.14647
Charente;Les Chaudrolles;Saint-Sulpice-de-Cognac,45.7601,-0.381346
Savoie;Les Chavannes;Les chavannes,45.3842,6.28316
Haute-Savoie;Les Chavants;Les Houches,45.8901,6.79825
La Réunion;Les Colimaçons;Saint Leu,-21.1528,55.2824
Isère;Les Communaux;Bernin,45.2753,5.84181
Haute-Savoie;Les Communaux;Reignier,46.1384,6.2704
Drôme;Les Condamines (Ravin de Bartarrat);Saint-Ferréol-Trente-Pas,44.4366,5.24597
Drôme;Les Corybantes;Pon-de-Barret,44.6064,5.0191
Vendée;les Coteaux de Fleuriais;Mortagne sur Sèvre,46.9826,-0.952377
Vendée;les coteaux de Fleuriais;nan,46.9828,-0.952847
Isère;Les Cournouses;Châtelus & ?,,
Ardèche;Les Coux;Sagnes et Goudoulet,44.79,4.22527
Hautes-Alpes;Les dauphins;Saint Jean Saint Nicolas,44.6446,6.20033
Drôme;Les Dessous Chics;Mollans-Sur-Ouvèze,44.216,5.22406
Drôme;Les Deux Soeurs;Léoncel,44.944,5.19705
Vaucluse;Les Devens;Méthamis,,
Bouches-du-Rhône;Les Eaux salées;Carry le Rouet,,
Isère;Les Ecouges - Les Molières;Saint-Gervais,,
Bouches-du-Rhône;Les Emigrés;La Ciotat,43.1859,5.56138
Haute-Savoie;Les Esserts;Le Biot,46.2621,6.633
"Hautes-Alpes;Les Etroits, gorges du Rif-Saint-Etienne-en-Dévoluy;Saint-Etienne-en-Dévoluy",44.6932,5.94056
Ariège;Les falaises de Sinsat;Sinsat,42.7991,1.66096
Haute-Savoie;Les Fiz (versant Anterne);Sixt Fer à Cheval,46.0561,6.76208
Haute-Savoie;Les Fiz (versant Passy);Passy,45.9254,6.68655
Haute-Savoie;Les Fontaines;Samoëns,46.0851,6.72638
Hautes-Alpes;Les Fréaux;La Grave,45.0451,6.31371
Haute-Savoie;Les Gaillands;Chamonix-Mont-Blanc,45.9244,6.87675
"Haute-Savoie;Les Gérats;Flaine, Arâches-la-Frasse",46.0065,6.68953
Isère;Les Gillardes;Monestier-d'Ambel,,
Oise;Les Glachoirs;Saint-Vaast-lès-Mello,49.2675,2.39914
Savoie;LES GLESINS;CORBEL,,
Haute-Savoie;Les Grandes Suites;Veyrier du Lac,45.8816,6.1786
Drôme;Les Grands Goulets;Sainte-Eulatie-en-Royans,45.0316,5.36784
Hautes-Alpes;Les Guions;Saint-Crépin,44.715,6.60802
Ariège;Les Hautes Falaises du Quié Sinsat;Sinsat,42.7991,1.66096
Hautes-Alpes;Les Hauts Gicons-Saint-Etienne-en-Dévoluy;Saint-Disdier,44.7349,5.89522
Haut-Rhin;les Hauts-Fourneaux- Wurtzelstein;Stosswihr,48.052,7.1059
Haute-Corse;Les Iles;Ile-Rousse,42.6346,8.93764
Isère;Les Jayères;Veurey-Voroize,45.2655,5.61646
Isère;Les Lames;Saint-Martin-le-Vinoux,,
Alpes-Maritimes;Les Malines;Saint Cézaire sur Siagne,43.6852,6.7723
Hérault;Les Matelles;Les Matelles,43.7303,3.80901
Alpes-Maritimes;Les Mesches;Saint-Dalmas-de-Tende,,
Haute-Savoie;Les Moillats;Menthon-St-Bernard,45.8596,6.19613
Savoie;LES MONTS;nan,45.5982,5.93343
Jura;Les Morillons;Entre Deux Monts,46.6406,5.94294
Bouches-du-Rhône;Les Néréides;Marseille,43.2805,5.46059
Drôme;Les Neuf Lunes;Pont-de-Barret,44.6048,5.01607
Ain;Les Neyrolles;Les Neyrolles,46.1401,5.63386
"Isère;Les Nugues;Presles, St-André-en-Royans",45.0798,5.3698
Ardèche;Les oiseaux;Berrias et Casteljau,44.3752,4.1992
Hautes-Alpes;Les Orres;Les Orres,44.5141,6.55104
Isère;Les Ougiers;nan,45.0015,6.07372
Hautes-Alpes;Les Ourmandes;Puy-Saint-Vincent,44.8305,6.48606
Hautes-Alpes;Les Pantalons-Vallée de la Guisane;le Monêtier-les-Bains,44.975,6.52405
Haute-Savoie;Les Pérouses;Faverges,45.7453,6.29531
Isère;Les Petits Goulets;Pont-en-Royans,,
Drôme;Les Petits-Goulets;Sainte-Eulalie-en-Royans,45.0464,5.35001
Isère;Les Pinets;Le Perier,,
Tarn;Les piscines;Dourgne,43.4838,2.14005
Jura;Les Planches près d'Arbois;Les Planches près d'Arbois,46.9021,5.77174
Haute-Savoie;Les Plans;Les Contamines,45.8212,6.72733
"Ardennes;Les Quatres Fils Aymon, la Roche-Bayard;Bogny-sur-Meuse",49.8541,4.73339
Isère;Les Ramées;nan,45.1329,5.61717
Savoie;Les Rigauds;Entremont-le-Vieux,45.4338,5.88467
Ille-et-Vilaine;Les rochers du Couesnon;Saint-Ouen-des-Alleux,48.3282,-1.42572
Orne;Les rochers du Vignage;Saint Nicolas des Bois,48.4929,0.0173215
Haute-Savoie;Les Roches;Chaumont,46.0369,5.96012
Vosges;Les roches d'Olima-Epinal;Uxegney,48.1982,6.37168
Savoie;Les Roches de Saint-Colomban;Saint-Colomban,45.2942,6.22663
Puy-de-Dôme;LES ROCHETTES;Coudes,,
Isère;Les Sables;Le Bourg d'Oisans,,
Côtes-d'Armor;Les sables d'or - frehel;FREHEL,,
Isère;Les Saillants du Gua;Le Gua,,
Hautes-Alpes;Les Salettes-Croix de Toulouse;Briançon,44.9054,6.64996
"Haut-Rhin;Les Spitzkoepfe;Muhlbach, Metzeral",48.0091,7.07073
Drôme;Les Sucettes de Borne;Glandage,44.7203,5.61614
Haute-Savoie;Les Tappes;Les Contamines,45.8212,6.72733
Haute-Savoie;Les Tines;Sixt-Fer-à-Cheval,46.0527,6.7614
Hautes-Pyrénées;Les Toupiettes;Saint-Pé-de-Bigorre,43.1026,-0.160715
Hautes-Alpes;Les Traverses-Haut;Saint-Martin-de-Queyrières,44.8152,6.56412
Jura;Les trois commères;Morbier,46.5461,6.03205
Seine-et-Marne;Les Trois Pignons - Gorge-aux-Châts;nan,48.397,2.52635
"Seine-et-Marne;Les Trois Pignons - J-A Martin, Rocher Cailleau;nan",,
Seine-et-Marne;Les Trois Pignons - La Feuillardière;nan,,
Seine-et-Marne;Les Trois Pignons - La Ségognole;nan,,
"Seine-et-Marne;Les Trois Pignons - Le Cul-de-Chien, le 91.1;nan",,
"Seine-et-Marne;Les Trois Pignons - Le Diplodocus, Rocher des Troubadours;nan",,
Seine-et-Marne;Les Trois Pignons - Le Roche-aux-Sabots;nan,,
Seine-et-Marne;Les Trois Pignons - Le Rocher Fin;nan,,
Seine-et-Marne;Les Trois Pignons - Le Télégraphe;nan,,
Seine-et-Marne;Les Trois Pignons - Mont Pivot;nan,,
Seine-et-Marne;Les Trois Pignons - Rocher de la Cathédrale;nan,,
Seine-et-Marne;Les Trois Pignons - Rocher de la Saussaye;nan,,
Seine-et-Marne;Les Trois Pignons - Rocher des Potets;nan,,
"Seine-et-Marne;Les Trois Pignons - Rocher du Général, le 71.1;nan",,
"Seine-et-Marne;Les Trois Pignons - Rocher du Potala, la Grande Montagne;nan",,
Seine-et-Marne;Les Trois Pignons - Rocher Guichot;nan,,
Drôme;Les Trois-Becs;La Chaudière,44.6472,5.19965
Seine-et-Marne;Les Trois-Pignons;nan,,
Seine-et-Marne;Les Trois-Pignons - Châteauveau;nan,,
Seine-et-Marne;Les Trois-Pignons - La Canche-aux-Merciers;nan,,
Seine-et-Marne;Les Trois-Pignons - Le 95.2;Noisy sur Ecole,48.3855,2.52931
Seine-et-Marne;Les Trois-Pignons - Le Pignon-Poteau;nan,,
Seine-et-Marne;Les Trois-Pignons - Les Gros-Sablons;nan,,
"Seine-et-Marne;Les Trois-Pignons - Rocher de la Reine, les Drei Zinnen, le 93.7;nan",,
Seine-et-Marne;Les Trois-Pignons - Rocher Jean-des-Vignes;nan,,
Isère;Les Trois-Pucelles;Saint-Nizier-du-Moucherotte,,
Puy-de-Dôme;Les Verrous du Val de Courre;Le Mont-Dore,45.5758,2.80719
Haute-Savoie;Les Vuardes;Nancy-sur-Cluses,46.0443,6.57718
Ain;Lhuis;Lhuis,45.7464,5.53457
Lot;Liauzu;Orniac,44.5214,1.67515
Allier;Lignerolles - Rocher du Lion;Lignerolles,,
Allier;Lignerolles - Saint-Genest;Saint-Genest,46.2659,2.57208
"Rhône;Limas, Buissante;Limas",45.9679,4.70132
Pyrénées-Atlantiques;Liorry;Arette,,
Vaucluse;Lioux - Font-Jouvale;Lioux,43.946,5.30137
Meurthe-et-Moselle;Liverdun;Liverdun,48.7522,6.064
Isère;Livet;Livet et Gavet,45.1067,5.93805
Bas-Rhin;Loewenstein;wingen,,
Bas-Rhin;Loewenstein;Lembach,49.0039,7.78982
Drôme;Lolette Colonette;Saint-Julien-En-Vercors,45.0577,5.43893
Corse-du-Sud;Lopigna;Lopigna,,
Drôme;Lou Passo d'Annibal;Buis les Baronnies,44.2944,5.28024
Haute-Corse;Lumio;Lumio,42.5795,8.83139
Indre-et-Loire;Lussault;Lussault-sur-Loire,47.3986,0.920718
Rhône;Lyon -Quais du Rhône;Lyon,45.7713,4.82808
"Yvelines;Maincourt;Dampierre, Lévis-St-Nom",48.7375,1.95892
Alpes-Maritimes;Malaussene;Malaussene,43.9273,7.13112
Alpes-de-Haute-Provence;Maljasset;Saint-Paul-sur-Ubaye,44.5148,6.74992
Isère;Malleval - Tonnière;Malleval-en-Vercors,45.1508,5.44843
Bouches-du-Rhône;Mallombre;La Ciotat,43.1833,5.56866
Haute-Savoie;Malsaire;Mont-Saxonnex,46.0542,6.48437
Creuse;Malval;Malval,46.3494,1.88604
Territoire de Belfort;Malvaux - Le Site 985;Lepuix,47.7596,6.81841
Territoire de Belfort;Malvaux - Roche du Cerf;Lepuix,47.7596,6.81841
Territoire de Belfort;Malvaux - Rocher du Rummel;Lepuix,47.7596,6.81841
Jura;Mancy;Macornay,46.6502,5.54749
Alpes-de-Haute-Provence;Mane;Mane,,
"Cantal;Marchastel, Roche Vieille;Marchastel",45.2829,2.72479
Lot;Marcilhac-sur-Célé - La balme;Marcilhac-sur-Célé,44.5529,1.77122
Savoie;Marie-Christine;Aussois,,
Charente-Maritime;Marignac;Marignac,45.508,-0.485888
Jura;Marigny;Marigny,46.6829,5.78266
"Moselle;Marival;Vaux, Ars-sur-Moselle",49.0943,6.08093
Haute-Savoie;Marlens;Marlens,45.7675,6.34931
Meurthe-et-Moselle;Maron;Maron,48.6509,6.0418
Aude;Massif de la Clape;Gruissan,,
Aude;Massif de la Clape - Crêtes des Vires;Narbonne,43.1811,3.00545
Aude;Massif de la Clape - Falaise de la Couleuvre;Narbonne,43.1824,3.0039
"Aude;Massif de la Clape - Les Caunes- la Crouzade,;Gruissan",43.1068,3.08651
Haute-Savoie;Massif de la Tournette - Le Lars;Montmin,45.8035,6.2647
Haute-Savoie;Massif de la Tournette - Rocher du Roux;Talloires,45.8396,6.21461
Vaucluse;Massif des Cèdres;Bédoin,44.1235,5.17935
Charente;Massif des Eaux-Claires - La Petite Vallée;Voeuil-et-Giget,45.5851,0.153934
"Charente;Massif des Eaux-Claires - La Tourette, Cothiers;La Couronne",45.6043,0.095653
Charente;Massif des Eaux-Claires - Le Sterling;Voeuil-et-Gilet,45.5851,0.153934
Charente;Massif des Eaux-Claires - Les Eaux-Claires;Puymoyen,45.6131,0.1818
"Charente;Massif des Eaux-Claires - Ma Campagne, Larche;Angoulême",45.6479,0.143344
Gers;Mauroux;Mauroux,43.9033,0.807154
"Bouches-du-Rhône;Maussanne, les Grands Calans;Maussane-les-Alpilles",43.7209,4.80503
Oise;Maysel;Maysel,49.2603,2.37413
Ardèche;Mazet;Berrias-et-Casteljau,44.3747,4.20128
Meuse;Mécrin;Mécrin,48.8252,5.53206
Haute-Savoie;Médonnet;Sallanches,45.9153,6.63056
"Haute-Savoie;Meillerie;Meillerie, Lugrin",46.4016,6.66595
Lozère;Mende;Mende,44.518,3.49852
Isère;Mens Le Chatel;Mens,44.8134,5.80649
"Alpes-de-Haute-Provence;Méolans, Chaudon;Méolans-Revel",44.4023,6.49052
Alpes-de-Haute-Provence;Meolans-Revel;Meolans-Revel,44.4086,6.51862
Ardèche;Mer de glace;Villevocance,45.2248,4.58911
Yvelines;Mérantais;Magny-les-Hameaux,48.7235,2.08654
Savoie;Mercury;Mercury,45.684,6.33825
Savoie;Mercury Tremblay Les cartherins;Mercury,45.6671,6.31395
Haute-Savoie;Mévonne;Mévonne,46.2962,6.58932
Drôme;Mévouillon (Le fort);Mévouillon,44.2376,5.48181
Bouches-du-Rhône;Meyrargues;Meyrargues,43.6252,5.5378
Lozère;Meyrueis - Le Capelan;Meyrueis,44.1794,3.42963
Lozère;Meyrueis - Les Bouillères;Meyrueis,44.1794,3.42963
Lozère;Meyrueis - Pauparelle;Meyrueis,44.1794,3.42963
Gard;Miallet;Miallet,44.1103,3.94431
Lot;Milhac - La falaise des corbeaux;Milhac,44.7884,1.35207
Lot;Milhac - Milhac II;Milhac,44.7944,1.33934
Savoie;Mini buoux;Bellecombes en Bauges,,
Haute-Savoie;Mini falaise des Glières;Thorens-Glières,45.9967,6.24755
Bouches-du-Rhône;Mini-Sud;Roquevaire,43.3384,5.56046
"Jura;Mirebel;Mirebel, Châtillon",46.6594,5.72955
"Aisne;Molinchart, La Hottée de Gargantua;Molinchart",49.5617,3.53922
Savoie;Mollard à Campet;St Jean d'Arvey,45.5919,5.99731
Haute-Corse;Moltifao;Moltifao,,
"Ariège;Mondel;Aigues-Juntes, Gabre",,
Haute-Savoie;Monnetier;Monnetier-Mornex,46.1601,6.20644
Haute-Savoie;Monolithe de la Chauffria (La Poya);Chamonix Mont-Blanc,45.9517,6.89907
Savoie;Monolithe de Sardières;Sollières-Sardières,45.2477,6.76831
Var;Mons falaise de la Gray;Mons,,
Haute-Savoie;Mont Baret;Veyrier-du-Lac,45.8816,6.1786
Savoie;Mont Cluses;La Chambre,,
Ille-et-Vilaine;Mont Dol;Mont-Dol,48.5706,-1.76587
Gard;Mont faucon;Mont faucon,44.0741,4.75363
Bouches-du-Rhône;Mont Gaussier;Saint-Rémy-de-Provence,43.7666,4.83575
Bouches-du-Rhône;Mont Menu (Eyguières);Eyguières,43.6952,5.01269
Savoie;MONT OUTHERAN;Saint-Thibaud-de-Couz,,
"Alpes-Maritimes;Mont Revel, l'Abadie;Saint-André",43.7471,7.28957
Jura;Mont Robert;Moirans-en-Montagne,46.4298,5.72565
Saône-et-Loire;Mont Rome;Saint-Sernin-du-Plain,46.8922,4.61886
Bouches-du-Rhône;Mont Rouvière - Saint-Tronc;Marseille,43.2681,5.43427
Vaucluse;Mont Serein;Beaumont du Ventoux,44.1843,5.27606
Haute-Savoie;Mont Veyrier;Veyrier-du-Lac,45.8816,6.1786
Hautes-Alpes;Mont-Dauphin;Eygliers,44.6696,6.62945
Hautes-Alpes;Mont-Dauphin-Fort;Mont-Dauphin,44.6688,6.62093
"Tarn;Mont-Roc - Le Calvaire, Puech del Fau;Mont-Roc",43.8021,2.36942
"Tarn;Mont-Roc - Le Castellas, le Dadounet;Mont-Roc",43.8021,2.36942
Tarn;Mont-Roc - Le Moulenc;Mont-Roc,43.803,2.35309
"Aude;Montagne de la Clape - La Vigie, Saint-Obre;Gruissan",43.1066,3.08699
"Aude;Montagne de la Clape - Rocher du Peyral, falaise des citernes;Gruissan",43.1069,3.08643
Alpes-de-Haute-Provence;Montagne de Teillon;la Garde,43.8303,6.55742
"Bouches-du-Rhône;Montagne Sainte-Victoire;Saint-Antonin, leTholonet, Puyloubier, Vauvenargues",,
Bouches-du-Rhône;Montagne Sainte-Victoire - Dessous de la Vierge;Saint-Antonin,43.5291,5.60863
Bouches-du-Rhône;Montagne Sainte-Victoire - La Carrière;Le Tholonet,,
"Bouches-du-Rhône;Montagne Sainte-Victoire - La Croix de Provence, le Baù Cézanne;St-Antonin-sur-Bayon",,
Bouches-du-Rhône;Montagne Sainte-Victoire - Le Signal de Ste-Victoire;Saint-Antonin-sur-Bayon,,
Bouches-du-Rhône;Montagne Sainte-Victoire - Les Costes Chaudes;Saint Antonin sur Bayon,,
Bouches-du-Rhône;Montagne Sainte-Victoire - Les Dalles Grises;Saint Antonin sur Bayon,,
